,location,total_sqft,bath,price,bhk
5112,Marathahalli,1285.0,2.0,55.0,2
5113,Marathahalli,2500.0,5.0,181.0,4
5114,Marathahalli,3800.0,4.0,235.0,4
5115,Marathahalli,3951.0,4.0,230.0,4
5116,Marathahalli,1125.0,2.0,54.8,2
5117,Marathahalli,1700.0,3.0,126.0,3
5118,Marathahalli,1315.0,2.0,60.0,3
5119,Marathahalli,1270.0,2.0,73.0,2
5120,Marathahalli,1530.0,3.0,71.0,3
5121,Marathahalli,950.0,2.0,46.7,2
5122,Marathahalli,1550.0,3.0,85.0,3
5123,Marathahalli,1019.0,2.0,49.86,2
5124,Marathahalli,1144.0,2.0,65.0,2
5125,Marathahalli,1240.0,2.0,55.0,2
5126,Marathahalli,1100.0,2.0,75.0,1
5127,Marathahalli,1156.0,2.0,52.0,2
5128,Marathahalli,2524.0,5.0,180.0,4
5129,Marathahalli,1135.0,2.0,60.0,2
5130,Marathahalli,1839.0,3.0,130.0,3
5131,Marathahalli,1170.0,2.0,85.0,2
5132,Marathahalli,1102.0,2.0,53.67,2
5133,Marathahalli,1108.0,2.0,60.0,3
5134,Marathahalli,1449.0,3.0,110.0,3
5135,Marathahalli,1360.0,2.0,101.0,2
5136,Marathahalli,1026.0,2.0,50.18,2
5137,Marathahalli,1800.0,3.0,95.0,3
5138,Marathahalli,1650.0,3.0,85.0,3
5139,Marathahalli,1270.0,2.0,80.0,2
5140,Marathahalli,1100.0,2.0,50.0,2
5141,Marathahalli,1196.0,2.0,57.95,2
5142,Marathahalli,1310.0,3.0,63.25,3
5143,Marathahalli,1485.0,2.0,90.0,3
5144,Marathahalli,1146.0,2.0,69.0,2
5145,Margondanahalli,1090.0,2.0,58.0,2
5146,Margondanahalli,1200.0,2.0,58.5,2
5147,Margondanahalli,1200.0,2.0,67.0,2
5148,Margondanahalli,1200.0,2.0,65.0,3
5149,Margondanahalli,1000.0,2.0,57.0,2
5150,Margondanahalli,1625.0,3.0,80.0,3
5151,Margondanahalli,600.0,2.0,35.0,2
5152,Margondanahalli,1200.0,2.0,69.0,2
5153,Margondanahalli,900.0,2.0,49.0,2
5154,Margondanahalli,1140.0,2.0,60.0,2
5155,Margondanahalli,1100.0,2.0,55.0,2
5156,Margondanahalli,1152.0,1.0,66.0,2
5157,Margondanahalli,1448.0,3.0,70.0,3
5158,Margondanahalli,1200.0,2.0,65.0,2
5159,Margondanahalli,1050.0,2.0,58.0,2
5160,Margondanahalli,1160.0,2.0,65.0,2
5161,Margondanahalli,1334.0,2.0,67.76,2
5162,Marsur,1800.0,4.0,145.0,4
5163,Marsur,1200.0,3.0,90.0,3
5164,Marsur,1200.0,3.0,120.0,3
5165,Mico Layout,5000.0,9.0,210.0,9
5166,Mico Layout,1550.0,2.0,65.0,3
5167,Mico Layout,1125.0,2.0,40.0,2
5168,Mico Layout,1190.0,2.0,39.25,2
5169,Mico Layout,800.0,1.0,29.5,1
5170,Mico Layout,1250.0,2.0,44.0,3
5171,Mico Layout,1171.0,2.0,39.0,2
5172,Mico Layout,1200.0,2.0,53.5,2
5173,Mico Layout,1670.0,3.0,59.0,3
5174,Mico Layout,1140.0,2.0,43.0,2
5175,Munnekollal,1170.0,2.0,52.0,2
5176,Munnekollal,1102.0,2.0,53.67,2
5177,Munnekollal,1390.0,3.0,68.0,3
5178,Munnekollal,1200.0,2.0,49.5,2
5179,Munnekollal,950.0,2.0,46.5,2
5180,Munnekollal,1560.0,3.0,75.0,3
5181,Munnekollal,1750.0,3.0,86.5,3
5182,Munnekollal,1385.0,2.0,66.5,3
5183,Munnekollal,1080.0,2.0,45.0,2
5184,Munnekollal,1170.0,2.0,59.0,2
5185,Munnekollal,1540.0,2.0,70.0,3
5186,Munnekollal,1200.0,2.0,57.9,3
5187,Munnekollal,1030.0,2.0,50.36,2
5188,Murugeshpalya,1296.0,2.0,81.0,2
5189,Murugeshpalya,1550.0,3.0,74.0,3
5190,Murugeshpalya,1845.0,3.0,91.0,3
5191,Murugeshpalya,1185.0,2.0,85.0,2
5192,Murugeshpalya,1225.0,2.0,48.0,2
5193,Murugeshpalya,1930.0,3.0,75.0,3
5194,Murugeshpalya,1600.0,2.0,65.0,3
5195,Murugeshpalya,1344.0,2.0,56.0,3
5196,Murugeshpalya,1500.0,2.0,70.0,3
5197,Murugeshpalya,1855.0,3.0,96.0,3
5198,Murugeshpalya,1175.0,2.0,75.0,2
5199,Mysore Road,1175.0,2.0,73.5,2
5200,Mysore Road,1710.0,4.0,91.31,3
5201,Mysore Road,1020.0,2.0,48.95,2
5202,Mysore Road,1175.0,2.0,73.5,2
5203,Mysore Road,1070.0,2.0,45.0,2
5204,Mysore Road,1239.0,2.0,53.0,2
5205,Mysore Road,1060.0,2.0,62.0,2
5206,Mysore Road,980.0,2.0,45.47,2
5207,Mysore Road,883.0,2.0,40.0,2
5208,Mysore Road,1525.0,3.0,96.0,3
5209,Mysore Road,1200.0,2.0,65.0,2
5210,Mysore Road,1340.0,2.0,64.31,3
5211,Mysore Road,1082.0,3.0,50.5,3
5212,Mysore Road,1340.0,2.0,64.31,3
5213,Mysore Road,883.0,2.0,40.95,2
5214,Mysore Road,1070.0,2.0,49.65,2
5215,Mysore Road,1082.0,3.0,50.0,3
5216,Mysore Road,883.0,2.0,50.0,2
5217,Mysore Road,1155.0,2.0,51.0,2
5218,Mysore Road,1003.0,2.0,43.0,2
5219,Mysore Road,1237.0,2.0,73.0,2
5220,Mysore Road,883.0,2.0,45.0,2
5221,Mysore Road,1170.0,2.0,65.0,2
5222,Mysore Road,942.0,2.0,50.855,2
5223,Mysore Road,940.0,2.0,43.61,2
5224,Mysore Road,1500.0,3.0,74.0,3
5225,Mysore Road,1020.0,2.0,48.95,2
5226,Mysore Road,1568.0,2.0,100.0,3
5227,Mysore Road,1410.0,2.0,64.0,3
5228,Mysore Road,1410.0,2.0,83.3,3
5229,Mysore Road,1175.0,2.0,70.5,2
5230,Mysore Road,1080.0,2.0,60.0,3
5231,Mysore Road,1500.0,3.0,70.0,3
5232,Mysore Road,883.0,2.0,37.0,2
5233,Mysore Road,1082.0,2.0,45.0,3
5234,NGR Layout,1020.0,2.0,45.9,2
5235,NGR Layout,1105.0,2.0,49.73,2
5236,NGR Layout,1022.0,2.0,45.9,2
5237,NGR Layout,1020.0,2.0,45.0,2
5238,NGR Layout,1019.0,2.0,45.9,2
5239,NGR Layout,1020.0,2.0,46.0,2
5240,NGR Layout,1021.0,2.0,46.0,2
5241,NGR Layout,1021.0,2.0,45.9,2
5242,NRI Layout,1565.0,2.0,75.0,3
5243,NRI Layout,2500.0,5.0,130.0,5
5244,NRI Layout,1125.0,2.0,45.56,2
5245,NRI Layout,2150.0,4.0,115.0,4
5246,NRI Layout,1250.0,2.0,75.0,2
5247,NRI Layout,1789.0,3.0,75.0,3
5248,NRI Layout,1731.0,3.0,64.11,3
5249,NRI Layout,2400.0,2.0,125.0,2
5250,Nagarbhavi,1630.0,2.0,98.0,3
5251,Nagarbhavi,1350.0,3.0,150.0,3
5252,Nagarbhavi,1200.0,2.0,150.0,2
5253,Nagarbhavi,1523.0,2.0,53.4,3
5254,Nagarbhavi,2400.0,3.0,160.0,3
5255,Nagarbhavi,884.0,2.0,36.0,1
5256,Nagarbhavi,1055.0,2.0,55.0,2
5257,Nagarbhavi,1350.0,2.0,54.6,3
5258,Nagarbhavi,1223.0,2.0,60.0,2
5259,Nagarbhavi,956.0,2.0,49.0,2
5260,Nagarbhavi,1560.0,3.0,66.0,3
5261,Nagarbhavi,1200.0,2.0,150.0,2
5262,Nagarbhavi,1400.0,2.0,85.0,3
5263,Nagarbhavi,1515.0,2.0,79.0,3
5264,Nagarbhavi,1145.0,2.0,40.0,2
5265,Nagarbhavi,300.0,1.0,20.0,1
5266,Nagarbhavi,1250.0,3.0,175.0,4
5267,Nagarbhavi,710.0,2.0,40.0,1
5268,Nagarbhavi,1850.0,3.0,88.0,3
5269,Nagarbhavi,1212.0,2.0,50.0,2
5270,Nagarbhavi,1020.0,2.0,55.0,2
5271,Nagarbhavi,1850.0,3.0,90.0,3
5272,Nagarbhavi,1120.0,2.0,53.0,2
5273,Nagarbhavi,1850.0,2.0,88.0,3
5274,Nagarbhavi,1146.0,2.0,50.0,2
5275,Nagarbhavi,1850.0,2.0,89.0,3
5276,Nagarbhavi,1190.0,2.0,63.0,2
5277,Nagarbhavi,1523.0,2.0,56.0,3
5278,Nagarbhavi,1050.0,2.0,80.0,2
5279,Nagarbhavi,2500.0,3.0,180.0,5
5280,Nagarbhavi,1350.0,3.0,60.0,3
5281,Nagarbhavi,1250.0,3.0,170.0,2
5282,Nagarbhavi,1635.0,3.0,85.0,3
5283,Nagarbhavi,1400.0,2.0,135.0,3
5284,Nagarbhavi,2200.0,2.0,99.0,3
5285,Nagarbhavi,1100.0,2.0,46.2,2
5286,Nagarbhavi,1080.0,2.0,49.0,2
5287,Nagarbhavi,1800.0,3.0,180.0,4
5288,Nagarbhavi,1225.0,2.0,58.0,2
5289,Nagasandra,980.0,2.0,48.0,2
5290,Nagasandra,2400.0,4.0,145.0,4
5291,Nagasandra,7000.0,8.0,450.0,4
5292,Nagasandra,1650.0,3.0,95.0,3
5293,Nagasandra,1500.0,2.0,91.0,2
5294,Nagavara,400.0,1.0,14.0,1
5295,Nagavara,2172.65,3.0,120.0,4
5296,Nagavara,1545.0,2.0,58.0,3
5297,Nagavara,2319.0,3.0,180.0,3
5298,Nagavara,2430.0,4.0,180.0,3
5299,Nagavara,936.0,2.0,40.2,2
5300,Nagavara,1125.0,2.0,44.5,2
5301,Nagavara,1315.0,2.0,70.0,2
5302,Nagavara,1077.0,2.0,50.0,2
5303,Nagavara,2496.0,4.0,125.0,4
5304,Nagavara,1110.0,2.0,44.95,2
5305,Nagavara,1247.0,2.0,58.56,2
5306,Nagavarapalya,1392.0,2.0,99.0,2
5307,Nagavarapalya,705.0,1.0,52.5,1
5308,Nagavarapalya,1300.0,3.0,80.0,3
5309,Nagavarapalya,705.0,1.0,57.0,1
5310,Nagavarapalya,705.0,1.0,55.0,1
5311,Nagavarapalya,705.0,1.0,57.0,1
5312,Nagavarapalya,1335.0,2.0,110.0,2
5313,Nagavarapalya,1260.0,2.0,85.5,2
5314,Narayanapura,1308.0,2.0,89.04,2
5315,Narayanapura,1566.0,3.0,83.3,3
5316,Narayanapura,1485.0,3.0,85.0,3
5317,Narayanapura,1302.0,2.0,69.1,2
5318,Narayanapura,1308.0,2.0,89.04,2
5319,Narayanapura,2357.0,3.0,135.0,3
5320,Narayanapura,2357.0,3.0,135.0,3
5321,Narayanapura,1469.0,2.0,99.14,2
5322,Neeladri Nagar,1053.0,2.0,45.0,2
5323,Neeladri Nagar,1363.0,2.0,68.0,2
5324,Neeladri Nagar,2556.0,3.0,133.0,3
5325,Neeladri Nagar,674.0,1.0,21.0,1
5326,Neeladri Nagar,527.0,1.0,26.0,1
5327,Neeladri Nagar,1167.0,2.0,38.0,3
5328,Neeladri Nagar,1060.0,2.0,35.0,2
5329,Neeladri Nagar,640.0,1.0,20.5,1
5330,Neeladri Nagar,4000.0,12.0,160.0,10
5331,Neeladri Nagar,1105.0,2.0,30.0,2
5332,Neeladri Nagar,1100.0,2.0,30.0,2
5333,Neeladri Nagar,2111.0,3.0,103.0,3
5334,Nehru Nagar,1775.0,3.0,110.0,3
5335,Nehru Nagar,2363.0,5.0,120.0,4
5336,Nehru Nagar,2342.0,3.0,115.0,4
5337,Nehru Nagar,967.0,2.0,41.1,2
5338,Nehru Nagar,1374.0,3.0,72.0,3
5339,Nehru Nagar,1674.0,3.0,90.0,3
5340,Nehru Nagar,1269.0,2.0,63.0,3
5341,Nehru Nagar,1100.0,2.0,50.0,2
5342,Nehru Nagar,1674.0,3.0,81.0,3
5343,OMBR Layout,2420.0,3.0,185.0,3
5344,OMBR Layout,1078.0,2.0,65.0,2
5345,OMBR Layout,1101.0,2.0,65.5,2
5346,OMBR Layout,1041.0,2.0,65.5,2
5347,OMBR Layout,1300.0,2.0,80.0,2
5348,OMBR Layout,1085.0,2.0,64.0,2
5349,OMBR Layout,1855.0,3.0,145.0,3
5350,OMBR Layout,1050.0,2.0,48.0,2
5351,OMBR Layout,1730.0,3.0,93.0,3
5352,OMBR Layout,1165.0,2.0,88.5,2
5353,OMBR Layout,1101.0,2.0,66.0,2
5354,OMBR Layout,3400.0,4.0,275.0,4
5355,OMBR Layout,1580.0,3.0,75.0,3
5356,Old Airport Road,2732.0,4.0,204.0,4
5357,Old Airport Road,1875.0,2.0,110.0,3
5358,Old Airport Road,3356.0,4.0,251.0,4
5359,Old Airport Road,1206.0,2.0,75.0,2
5360,Old Airport Road,2774.0,4.0,207.0,4
5361,Old Airport Road,2690.0,4.0,191.0,4
5362,Old Airport Road,2690.0,4.0,199.0,4
5363,Old Airport Road,1655.0,2.0,97.65,2
5364,Old Airport Road,1075.0,2.0,60.0,2
5365,Old Airport Road,1858.0,2.0,167.0,3
5366,Old Airport Road,1150.0,2.0,90.0,2
5367,Old Airport Road,2690.0,4.0,191.0,4
5368,Old Airport Road,2658.0,5.0,187.0,4
5369,Old Airport Road,946.0,2.0,58.0,2
5370,Old Airport Road,2774.0,4.0,208.0,4
5371,Old Airport Road,2774.0,4.0,208.0,4
5372,Old Airport Road,3200.0,4.0,280.0,4
5373,Old Airport Road,2690.0,4.0,201.0,4
5374,Old Airport Road,1145.0,2.0,75.0,2
5375,Old Airport Road,2732.0,4.0,194.0,4
5376,Old Airport Road,2658.0,5.0,189.0,4
5377,Old Airport Road,2774.0,4.0,197.0,4
5378,Old Airport Road,3496.0,4.0,262.0,4
5379,Old Airport Road,2774.0,4.0,197.0,4
5380,Old Airport Road,2732.0,4.0,204.0,4
5381,Old Airport Road,1798.0,3.0,150.0,3
5382,Old Airport Road,2774.0,4.0,208.0,4
5383,Old Airport Road,1184.0,2.0,78.0,2
5384,Old Airport Road,3504.0,4.0,262.0,4
5385,Old Airport Road,1055.0,2.0,75.0,2
5386,Old Madras Road,1425.0,2.0,94.0,3
5387,Old Madras Road,3630.0,6.0,224.5,4
5388,Old Madras Road,3630.0,6.0,195.0,4
5389,Old Madras Road,1350.0,3.0,58.99,3
5390,Old Madras Road,935.0,2.0,45.0,2
5391,Old Madras Road,3630.0,6.0,200.5,4
5392,Old Madras Road,1720.0,3.0,100.0,3
5393,Old Madras Road,1200.0,2.0,72.0,2
5394,Old Madras Road,1225.0,2.0,53.55,2
5395,Old Madras Road,1100.0,2.0,70.0,2
5396,Old Madras Road,2760.0,5.0,157.0,3
5397,Old Madras Road,1171.0,2.0,75.0,2
5398,Old Madras Road,935.0,2.0,45.0,2
5399,Old Madras Road,4500.0,7.0,294.0,5
5400,Old Madras Road,2640.0,5.0,142.0,3
5401,Old Madras Road,1065.0,2.0,47.86,2
5402,Old Madras Road,2010.0,3.0,125.0,4
5403,Old Madras Road,2010.0,3.0,115.0,4
5404,Old Madras Road,1480.0,2.0,84.0,3
5405,Old Madras Road,2990.0,5.0,210.0,3
5406,Old Madras Road,1210.0,2.0,74.0,2
5407,Old Madras Road,1171.0,2.0,72.0,2
5408,Old Madras Road,3630.0,6.0,196.0,4
5409,Old Madras Road,1480.0,3.0,95.0,3
5410,Old Madras Road,1425.0,2.0,74.31,3
5411,Old Madras Road,1210.0,2.0,80.0,2
5412,Old Madras Road,1859.0,3.0,121.0,3
5413,Old Madras Road,2990.0,5.0,173.0,3
5414,Old Madras Road,4000.0,4.0,225.0,4
5415,Old Madras Road,3900.0,4.0,175.0,4
5416,Old Madras Road,2300.0,3.0,142.0,3
5417,Old Madras Road,3630.0,6.0,207.0,4
5418,Old Madras Road,1210.0,2.0,80.0,2
5419,Old Madras Road,1210.0,2.0,77.0,2
5420,Old Madras Road,4500.0,7.0,287.0,5
5421,Old Madras Road,3630.0,6.0,212.5,4
5422,Old Madras Road,1330.0,2.0,74.0,2
5423,Old Madras Road,1720.0,3.0,106.0,3
5424,Old Madras Road,2640.0,5.0,150.0,3
5425,Old Madras Road,2990.0,3.0,170.0,3
5426,Old Madras Road,1530.0,3.0,76.34,3
5427,Old Madras Road,1171.0,2.0,73.0,2
5428,Old Madras Road,1630.0,3.0,110.0,3
5429,Old Madras Road,1165.0,2.0,52.0,2
5430,Old Madras Road,2640.0,2.0,170.0,2
5431,Old Madras Road,1165.0,2.0,51.42,2
5432,Other,2770.0,4.0,290.0,3
5433,Other,1100.0,2.0,48.0,2
5434,Other,1250.0,3.0,56.0,3
5435,Other,600.0,1.0,38.0,1
5436,Other,869.0,2.0,36.0,2
5437,Other,1270.0,2.0,50.0,2
5438,Other,1500.0,2.0,185.0,2
5439,Other,840.0,2.0,45.0,2
5440,Other,4395.0,3.0,240.0,3
5441,Other,845.0,2.0,55.0,2
5442,Other,2511.0,3.0,205.0,3
5443,Other,1660.0,2.0,105.0,3
5444,Other,1450.0,2.0,70.0,3
5445,Other,1200.0,2.0,65.0,2
5446,Other,1200.0,3.0,90.0,3
5447,Other,1007.0,2.0,43.0,2
5448,Other,1200.0,2.0,50.0,2
5449,Other,966.0,2.0,49.9,2
5450,Other,782.0,2.0,55.68,2
5451,Other,1800.0,3.0,120.0,3
5452,Other,1413.0,2.0,75.0,3
5453,Other,945.0,2.0,54.0,2
5454,Other,1870.0,3.0,110.0,3
5455,Other,1260.0,2.0,85.05,3
5456,Other,1612.0,3.0,46.74,3
5457,Other,2795.0,4.0,235.0,3
5458,Other,1350.0,2.0,48.0,3
5459,Other,1904.0,3.0,150.0,3
5460,Other,2000.0,3.0,175.0,3
5461,Other,1425.0,2.0,75.0,3
5462,Other,1470.0,2.0,70.0,3
5463,Other,1500.0,3.0,100.0,3
5464,Other,1340.0,2.0,55.7,2
5465,Other,1783.0,3.0,115.0,3
5466,Other,912.0,2.0,70.0,3
5467,Other,1207.0,2.0,43.5,2
5468,Other,1798.0,3.0,89.0,3
5469,Other,1580.0,3.0,100.0,3
5470,Other,1415.0,3.0,78.0,3
5471,Other,2000.0,4.0,75.5,4
5472,Other,2405.0,4.0,260.0,3
5473,Other,1500.0,2.0,115.0,2
5474,Other,1148.0,2.0,60.0,2
5475,Other,1110.0,2.0,55.0,2
5476,Other,1500.0,2.0,65.0,3
5477,Other,1080.0,2.0,39.0,2
5478,Other,1060.0,2.0,60.0,2
5479,Other,2600.0,8.0,180.0,8
5480,Other,1644.0,3.0,84.0,3
5481,Other,1285.0,2.0,72.5,2
5482,Other,4050.0,3.0,280.0,3
5483,Other,1060.0,2.0,55.0,2
5484,Other,900.0,2.0,22.5,2
5485,Other,1280.0,2.0,69.0,2
5486,Other,3045.0,3.0,170.0,3
5487,Other,1464.0,3.0,46.0,3
5488,Other,700.0,1.0,26.0,2
5489,Other,900.0,2.0,110.0,2
5490,Other,4111.0,4.0,250.0,4
5491,Other,1084.0,2.0,50.0,2
5492,Other,950.0,2.0,47.0,2
5493,Other,2000.0,4.0,120.0,4
5494,Other,1560.0,3.0,115.0,3
5495,Other,850.0,2.0,27.0,2
5496,Other,1113.0,2.0,51.0,2
5497,Other,1200.0,4.0,165.0,4
5498,Other,1200.0,2.0,55.0,2
5499,Other,1645.0,3.0,95.0,3
5500,Other,1200.0,2.0,79.0,2
5501,Other,1230.0,2.0,48.0,2
5502,Other,1350.0,2.0,140.0,3
5503,Other,1800.0,3.0,150.0,3
5504,Other,1592.0,3.0,75.0,3
5505,Other,1762.0,3.0,125.0,3
5506,Other,950.0,2.0,50.0,2
5507,Other,1200.0,3.0,90.0,3
5508,Other,2023.71,3.0,275.0,3
5509,Other,1629.0,3.0,79.0,3
5510,Other,1460.0,2.0,58.0,2
5511,Other,1185.0,2.0,38.0,2
5512,Other,1760.0,3.0,88.0,3
5513,Other,1069.0,2.0,55.0,2
5514,Other,2150.0,4.0,240.0,3
5515,Other,1450.0,3.0,55.0,3
5516,Other,1630.0,3.0,68.29,3
5517,Other,3309.0,4.0,325.0,4
5518,Other,5000.0,9.0,360.0,11
5519,Other,850.0,2.0,30.0,2
5520,Other,1150.0,2.0,126.0,2
5521,Other,1200.0,2.0,62.0,2
5522,Other,4800.0,4.0,235.0,4
5523,Other,1200.0,2.0,74.0,2
5524,Other,1464.0,3.0,56.0,3
5525,Other,2000.0,4.0,99.0,4
5526,Other,1753.0,3.0,120.0,3
5527,Other,1000.0,2.0,53.0,2
5528,Other,720.0,2.0,45.0,2
5529,Other,1300.0,3.0,58.0,3
5530,Other,1115.0,2.0,40.0,2
5531,Other,1200.0,3.0,165.0,4
5532,Other,700.0,1.0,41.0,1
5533,Other,1600.0,4.0,80.0,4
5534,Other,1595.0,3.0,115.0,3
5535,Other,1353.0,2.0,110.0,2
5536,Other,1200.0,2.0,85.0,1
5537,Other,1028.0,2.0,45.5,2
5538,Other,1385.0,2.0,48.48,3
5539,Other,1325.0,2.0,90.0,3
5540,Other,1600.0,2.0,50.0,3
5541,Other,1800.0,1.0,80.0,2
5542,Other,1056.0,2.0,80.0,2
5543,Other,1080.0,2.0,50.0,2
5544,Other,1600.0,3.0,86.0,3
5545,Other,1160.0,2.0,55.0,2
5546,Other,1544.0,3.0,120.0,3
5547,Other,1200.0,2.0,65.0,2
5548,Other,540.0,1.0,36.0,1
5549,Other,1578.0,3.0,180.0,3
5550,Other,1180.0,2.0,42.0,2
5551,Other,1600.0,2.0,115.0,2
5552,Other,416.0,1.0,18.5,1
5553,Other,1260.0,2.0,45.0,2
5554,Other,1630.0,3.0,85.0,3
5555,Other,834.0,1.0,60.0,1
5556,Other,1125.0,4.0,70.0,3
5557,Other,3000.0,5.0,260.0,4
5558,Other,2160.0,5.0,250.0,6
5559,Other,1375.0,3.0,70.0,3
5560,Other,469.0,1.0,25.0,1
5561,Other,3600.0,4.0,160.0,6
5562,Other,1160.0,2.0,52.2,2
5563,Other,1220.0,2.0,35.23,3
5564,Other,1641.0,3.0,66.0,3
5565,Other,1630.0,2.0,200.0,2
5566,Other,2072.0,3.0,108.0,3
5567,Other,1200.0,2.0,70.0,3
5568,Other,1350.0,3.0,77.0,3
5569,Other,1180.0,2.0,78.34,3
5570,Other,1355.0,2.0,115.0,2
5571,Other,600.0,1.0,50.0,1
5572,Other,1875.0,3.0,165.0,3
5573,Other,600.0,2.0,55.0,2
5574,Other,2300.0,3.0,120.0,3
5575,Other,1240.0,2.0,60.0,2
5576,Other,1750.0,3.0,120.0,3
5577,Other,1230.0,2.0,43.48,2
5578,Other,950.0,2.0,44.0,2
5579,Other,1092.0,2.0,98.5,3
5580,Other,1045.0,2.0,45.0,2
5581,Other,1570.0,3.0,62.0,3
5582,Other,1855.0,3.0,225.0,3
5583,Other,1325.0,3.0,57.0,3
5584,Other,1202.0,2.0,48.0,2
5585,Other,1200.0,2.0,62.5,2
5586,Other,425.0,1.0,20.03,1
5587,Other,1100.0,2.0,48.0,2
5588,Other,600.0,1.0,60.0,1
5589,Other,1468.0,2.0,140.0,2
5590,Other,4300.0,5.0,550.0,4
5591,Other,1750.0,3.0,85.0,3
5592,Other,775.0,2.0,55.0,2
5593,Other,1105.0,2.0,58.0,2
5594,Other,1602.0,2.0,75.0,3
5595,Other,1352.0,3.0,135.0,3
5596,Other,1780.0,3.0,84.83,3
5597,Other,1200.0,3.0,95.0,4
5598,Other,1976.0,3.0,184.0,3
5599,Other,5500.0,4.0,600.0,4
5600,Other,1200.0,3.0,95.0,3
5601,Other,2500.0,6.0,115.0,7
5602,Other,823.0,2.0,28.0,2
5603,Other,1180.0,2.0,69.0,2
5604,Other,686.0,1.0,17.0,1
5605,Other,1001.0,2.0,33.03,2
5606,Other,1500.0,4.0,180.0,4
5607,Other,2400.0,2.0,80.0,3
5608,Other,1282.0,2.0,87.0,2
5609,Other,1611.0,2.0,64.44,3
5610,Other,1500.0,2.0,95.0,3
5611,Other,1300.0,1.0,115.0,2
5612,Other,530.0,1.0,20.0,1
5613,Other,1350.0,2.0,80.0,2
5614,Other,900.0,2.0,27.0,2
5615,Other,2400.0,6.0,125.0,8
5616,Other,1225.0,2.0,53.0,2
5617,Other,1141.0,2.0,62.0,2
5618,Other,4100.0,7.0,140.0,7
5619,Other,1175.0,2.0,48.27,2
5620,Other,950.0,1.0,40.0,1
5621,Other,1209.0,2.0,50.0,2
5622,Other,4200.0,5.0,225.0,5
5623,Other,1800.0,3.0,90.0,3
5624,Other,1600.0,4.0,125.0,5
5625,Other,1563.0,3.0,52.0,3
5626,Other,1405.0,2.0,70.0,2
5627,Other,1480.0,3.0,90.0,3
5628,Other,1600.0,3.0,90.0,3
5629,Other,1200.0,4.0,135.0,4
5630,Other,1200.0,2.0,35.0,2
5631,Other,1500.0,3.0,115.0,3
5632,Other,1824.0,3.0,125.0,3
5633,Other,750.0,1.0,56.25,1
5634,Other,1060.0,2.0,42.0,2
5635,Other,1500.0,3.0,62.0,3
5636,Other,1339.0,2.0,55.0,2
5637,Other,1600.0,3.0,75.0,3
5638,Other,1225.0,2.0,55.11,2
5639,Other,1000.0,2.0,50.0,2
5640,Other,6000.0,5.0,400.0,4
5641,Other,2400.0,3.0,170.0,3
5642,Other,1480.0,2.0,65.0,2
5643,Other,1500.0,2.0,98.0,3
5644,Other,3095.0,3.0,350.0,3
5645,Other,910.0,2.0,30.5,2
5646,Other,1200.0,1.0,28.0,1
5647,Other,1500.0,3.0,100.0,3
5648,Other,1133.0,2.0,55.0,2
5649,Other,1560.0,5.0,145.0,5
5650,Other,2900.0,5.0,90.0,5
5651,Other,1560.0,3.0,188.0,3
5652,Other,856.0,2.0,40.0,2
5653,Other,14000.0,3.0,800.0,4
5654,Other,485.0,1.0,15.0,1
5655,Other,1384.0,3.0,62.28,3
5656,Other,1508.0,3.0,70.25,3
5657,Other,2150.0,4.0,80.0,4
5658,Other,1600.0,3.0,52.0,3
5659,Other,1250.0,2.0,62.0,2
5660,Other,1200.0,3.0,130.0,3
5661,Other,1050.0,2.0,67.0,2
5662,Other,1596.0,3.0,105.0,3
5663,Other,1800.0,3.0,80.0,3
5664,Other,925.0,2.0,48.0,2
5665,Other,1395.0,2.0,63.59,2
5666,Other,1200.0,3.0,85.0,3
5667,Other,1132.0,2.0,67.0,2
5668,Other,1262.0,2.0,63.0,2
5669,Other,1515.0,3.0,88.0,3
5670,Other,1655.0,3.0,86.06,3
5671,Other,5000.0,7.0,299.0,7
5672,Other,1380.0,2.0,80.0,2
5673,Other,1450.0,3.0,65.0,3
5674,Other,1200.0,2.0,54.0,2
5675,Other,4346.0,5.0,500.0,4
5676,Other,1178.0,2.0,47.0,2
5677,Other,2200.0,3.0,187.0,3
5678,Other,3329.0,3.0,330.0,3
5679,Other,3600.0,4.0,300.0,4
5680,Other,3500.0,3.0,450.0,4
5681,Other,1595.0,3.0,76.0,3
5682,Other,1093.0,2.0,65.0,2
5683,Other,1367.0,2.0,62.0,2
5684,Other,1535.0,3.0,95.0,3
5685,Other,1015.0,2.0,45.0,2
5686,Other,1100.0,2.0,62.7,2
5687,Other,930.0,2.0,45.0,2
5688,Other,1650.0,2.0,80.0,3
5689,Other,2197.0,4.0,280.0,3
5690,Other,1240.0,2.0,46.0,3
5691,Other,1100.0,2.0,60.0,2
5692,Other,1600.0,3.0,172.0,4
5693,Other,1450.0,2.0,85.0,3
5694,Other,2000.0,3.0,166.0,4
5695,Other,700.0,2.0,27.0,2
5696,Other,1050.0,2.0,45.0,2
5697,Other,1250.0,3.0,39.5,3
5698,Other,1756.0,3.0,100.0,3
5699,Other,1532.0,3.0,92.0,3
5700,Other,1650.0,3.0,110.0,3
5701,Other,1200.0,2.0,66.0,2
5702,Other,1180.0,2.0,48.0,2
5703,Other,1525.0,2.0,122.0,3
5704,Other,1435.0,3.0,70.0,3
5705,Other,1560.0,2.0,66.0,3
5706,Other,1070.0,2.0,42.0,2
